20904,1044,12,0,0,992,0,156,113,123,0
20905,474,22,0,0,891,0,76,80,61,0
20906,751,39,0,0,1110,0,160,112,120,0
20907,770,19,0,0,1181,0,127,95,107,0
20908,143,4,0,0,399,0,28,23,27,0
21001,3338,98,0,0,2524,0,444,314,225,0
21002,771,23,0,0,619,0,126,72,70,0
21003,1133,41,0,0,1268,0,200,147,110,0
21004,681,21,0,0,845,0,99,108,92,0
21005,807,15,0,0,803,0,93,91,69,0
21006,146,5,0,0,300,0,19,25,17,0
21007,516,23,0,0,655,0,99,58,81,0
21101,9446,288,0,0,12162,0,1524,1325,1286,0
21102,1949,59,0,0,2584,0,340,300,303,0
21103,625,42,0,0,1375,0,119,135,148,0
21104,749,39,0,0,1886,0,129,152,133,0
21201,1175,54,0,0,1237,0,170,113,104,0
21202,673,22,0,0,778,0,96,74,90,0
21203,2171,71,0,0,2066,0,344,314,201,0
21204,850,24,0,0,1145,0,138,107,97,0
21205,527,22,0,0,568,0,86,62,49,0
21301,465,13,0,0,791,0,57,64,49,0
21302,649,30,0,0,1333,0,97,90,74,0
21303,2908,83,0,0,3479,0,397,324,228,0
21401,6032,184,0,0,4958,0,984,739,560,0
21402,967,26,0,0,1426,0,126,122,92,0
21403,698,34,0,0,1008,0,113,105,93,0
21404,430,22,0,0,580,0,65,51,19,0
21405,547,24,0,0,574,0,91,72,65,0
21406,1481,39,0,0,1761,0,259,163,140,0
21407,2405,78,0,0,2012,0,326,278,223,0
21408,1425,63,0,0,1897,0,222,174,136,0
21501,5576,163,0,0,4580,0,774,717,569,0
21502,410,21,0,0,862,0,97,97,62,0
21503,2986,77,0,0,3789,0,511,411,320,0
21504,1785,52,0,0,2625,0,295,296,228,0
21601,952,66,0,0,2486,0,161,264,182,0
21602,325,19,0,0,746,0,77,63,54,0
21603,400,25,0,0,942,0,57,96,58,0
21604,2718,110,0,0,4180,0,551,405,376,0
21605,643,42,0,0,1389,0,112,119,107,0
21606,432,23,0,0,763,0,82,49,88,0
21701,444,13,0,0,1086,0,77,87,89,0
21702,347,11,0,0,751,0,57,54,48,0
21703,425,19,0,0,821,0,42,56,57,0
21704,3167,103,0,0,3386,0,424,370,329,0
21705,575,26,0,0,1359,0,85,119,84,0
21801,559,26,0,0,1201,0,104,99,88,0
21802,520,10,0,0,879,0,72,66,59,0
21803,2420,84,0,0,2026,0,471,343,262,0
21804,2548,60,0,0,2723,0,317,300,254,0
21805,392,13,0,0,1049,0,63,42,61,0
21901,10097,261,0,0,7232,0,2291,1066,899,0
21902,3638,133,0,0,2877,0,604,379,312,0
21903,480,19,0,0,825,0,87,54,57,0
21904,1017,61,0,0,1418,0,212,189,157,0
21905,606,23,0,0,1110,0,124,80,78,0
21906,2897,95,0,0,3874,0,572,453,307,0
21907,2131,62,0,0,2465,0,543,271,285,0
21908,1427,63,0,0,1773,0,285,191,191,0
22001,3433,91,0,0,3018,0,541,442,294,0
22002,773,43,0,0,1527,0,105,132,99,0
22003,3350,99,0,0,3720,0,516,493,324,0
22004,1761,29,0,0,1735,0,287,195,143,0
22005,622,22,0,0,805,0,126,108,86,0
22006,1538,55,0,0,1920,0,232,212,178,0
22101,1908,61,0,0,1425,0,343,164,150,0
22102,741,28,0,0,526,0,160,62,54,0
22103,1364,21,0,0,740,0,257,75,82,0
22104,561,27,0,0,741,0,111,84,66,0
22105,1206,23,0,0,950,0,217,136,94,0
22106,969,38,0,0,714,0,159,91,67,0
22107,597,23,0,0,612,0,123,63,66,0
22108,750,18,0,0,718,0,128,72,54,0
22201,2267,72,0,0,2061,0,359,332,157,0
22202,527,26,0,0,1562,0,93,92,76,0
22203,2853,96,0,0,3413,0,403,396,285,0
22301,3199,75,0,0,2193,0,528,414,265,0
22302,5642,139,0,0,4615,0,1047,708,580,0
22303,330,17,0,0,568,0,73,61,42,0
22304,3996,105,0,0,3312,0,658,476,471,0
22305,3909,109,0,0,2215,0,675,422,360,0
22306,461,14,0,0,600,0,73,58,71,0
22307,1625,63,0,0,1895,0,277,264,161,0
22308,4109,92,0,0,2855,0,780,596,425,0
22309,1774,48,0,0,1486,0,319,240,167,0
22401,628,29,0,0,756,0,116,50,97,0
22402,251,6,0,0,470,0,29,41,35,0
22403,871,38,0,0,1219,0,164,93,123,0
22404,532,22,0,0,807,0,66,58,59,0
22405,3194,76,0,0,3170,0,284,259,270,0
22406,1764,65,0,0,2595,0,239,174,186,0
22407,538,19,0,0,701,0,76,57,56,0
22501,519,8,0,0,529,0,79,64,64,0
22502,5157,141,0,0,3943,0,615,408,760,0
22503,2584,93,0,0,2750,0,427,368,308,0
22504,817,37,0,0,1048,0,165,109,136,0
22505,536,18,0,0,963,0,71,90,126,0
22506,861,34,0,0,1036,0,150,110,110,0
22507,933,35,0,0,1171,0,134,108,218,0
22601,479,25,0,0,394,0,70,35,46,0
22602,2545,60,0,0,2000,0,346,221,208,0
22603,415,12,0,0,632,0,79,50,44,0
22604,848,25,0,0,858,0,117,103,83,0
22605,380,21,0,0,986,0,47,63,49,0
22606,750,34,0,0,1000,0,107,86,89,0
26101,15844,383,0,0,9052,0,2349,1338,901,0
26201,14276,456,0,0,13315,0,2442,1505,1198,0
26401,136307,4201,0,0,80244,0,24248,15842,10338,0
26501,18437,512,0,0,11440,0,2808,1298,1347,0
40101,1737,47,0,0,1430,0,275,142,147,0
40102,2892,66,0,0,2387,0,297,172,205,0
40103,255,6,0,0,267,0,27,30,46,0
40104,1050,35,0,0,1591,0,162,129,145,0
40105,371,16,0,0,660,0,55,44,48,0
40106,188,9,0,0,509,0,35,26,22,0
40107,309,12,0,0,499,0,48,45,67,0
40108,291,15,0,0,809,0,47,35,53,0
40109,297,10,0,0,513,0,53,14,34,0
40201,3752,80,0,0,3203,0,414,216,1580,0
40202,413,22,0,0,932,0,75,37,292,0
40203,718,10,0,0,940,0,103,43,508,0
40204,235,5,0,0,648,0,18,30,184,0
40205,264,13,0,0,636,0,34,26,141,0
40206,293,9,0,0,749,0,18,21,189,0
40207,605,31,0,0,1228,0,77,61,264,0
40208,209,15,0,0,555,0,25,32,169,0
40209,327,15,0,0,762,0,30,27,122,0
40210,477,9,0,0,600,0,65,31,282,0
40301,4379,51,0,0,2330,0,662,403,294,0
40302,976,27,0,0,988,0,159,158,86,0
40303,1639,45,0,0,1468,0,248,181,148,0
40304,2980,69,0,0,2842,0,371,269,249,0
40305,1553,23,0,0,1106,0,242,134,115,0
40306,3746,69,0,0,1509,0,460,274,232,0
40307,1576,40,0,0,1164,0,178,203,119,0
40308,2791,84,0,0,1818,0,361,309,216,0
40401,3045,83,0,0,2057,0,421,219,277,0
40402,522,10,0,0,582,0,102,77,74,0
40403,452,19,0,0,615,0,71,54,70,0
40404,394,21,0,0,698,0,76,51,61,0
40405,332,8,0,0,524,0,38,24,81,0
40406,481,25,0,0,685,0,77,62,81,0
40407,692,29,0,0,890,0,135,76,96,0
40501,1392,46,0,0,1581,0,187,126,257,0
40502,302,16,0,0,686,0,57,39,46,0
40503,763,34,0,0,1294,0,108,58,162,0
40504,1152,40,0,0,1511,0,181,122,172,0
40505,234,14,0,0,763,0,51,35,94,0
40506,259,14,0,0,608,0,48,24,64,0
40601,1567,35,0,0,1458,0,238,137,172,0
40602,487,21,0,0,896,0,69,65,72,0
40603,667,30,0,0,992,0,80,67,67,0
40604,276,21,0,0,551,0,53,35,76,0
40605,309,11,0,0,554,0,62,38,40,0
40606,175,14,0,0,548,0,31,27,55,0
40701,15862,234,0,0,8529,0,1292,734,566,0
40702,432,13,0,0,722,0,50,36,45,0
40703,1677,37,0,0,1712,0,189,169,160,0
40704,1615,34,0,0,1575,0,152,111,120,0
40705,1692,36,0,0,1609,0,186,176,118,0
40706,2374,44,0,0,2675,0,202,173,143,0
40707,1249,37,0,0,1231,0,109,106,82,0
40708,417,11,0,0,718,0,42,46,35,0
40709,1113,20,0,0,1231,0,154,94,87,0
40801,1940,34,0,0,1651,0,224,119,128,0
40802,368,7,0,0,406,0,34,22,21,0
40803,183,3,0,0,449,0,12,22,23,0
40804,612,27,0,0,1189,0,50,56,57,0
40805,568,16,0,0,892,0,83,34,77,0
40806,1095,24,0,0,1421,0,115,70,78,0
40807,777,19,0,0,1084,0,77,58,70,0
40808,349,15,0,0,779,0,25,23,26,0
40809,624,20,0,0,819,0,73,53,62,0
40901,450,16,0,0,615,0,57,39,33,0
40902,429,8,0,0,697,0,52,32,37,0
40903,3242,82,0,0,3157,0,416,322,282,0
40904,1368,35,0,0,1484,0,169,122,96,0
41001,1590,45,0,0,1770,0,139,102,95,0
41002,974,35,0,0,1137,0,96,61,164,0
41003,4940,110,0,0,3914,0,563,364,302,0
41004,768,25,0,0,979,0,100,40,58,0
41005,3733,83,0,0,2814,0,348,298,262,0
41101,814,15,0,0,871,0,103,42,71,0
41102,231,7,0,0,677,0,29,32,29,0
41103,373,17,0,0,815,0,51,45,46,0
41104,579,34,0,0,1260,0,123,57,65,0
41105,662,32,0,0,1491,0,125,73,70,0
41106,353,11,0,0,687,0,46,44,54,0
41107,418,24,0,0,793,0,69,23,48,0
41201,2200,51,0,0,2095,0,278,153,185,0
41202,383,21,0,0,742,0,53,42,78,0
41203,277,11,0,0,767,0,53,40,41,0
41204,502,14,0,0,937,0,93,58,128,0
41205,317,14,0,0,1063,0,54,35,70,0
41206,235,14,0,0,552,0,47,23,77,0
41301,604,33,0,0,826,0,119,73,104,0
41302,2049,66,0,0,1913,0,285,179,227,0
41303,405,16,0,0,635,0,42,37,58,0
41304,1327,54,0,0,1753,0,232,125,133,0
41401,392,17,0,0,746,0,49,44,43,0
41402,828,20,0,0,755,0,115,61,96,0
41403,378,5,0,0,723,0,88,48,80,0
41404,716,31,0,0,1074,0,120,115,104,0
41405,375,9,0,0,651,0,63,54,42,0
41406,1087,40,0,0,1079,0,116,119,82,0
41407,634,14,0,0,621,0,89,62,56,0
41408,1145,35,0,0,1301,0,139,116,112,0
41409,4921,129,0,0,3526,0,689,373,328,0
41410,367,13,0,0,506,0,64,44,44,0
41411,552,16,0,0,764,0,79,40,58,0
41501,1834,54,0,0,1532,0,257,180,137,0
41502,809,29,0,0,1291,0,118,123,106,0
41503,762,27,0,0,972,0,111,79,63,0
41504,2874,81,0,0,2710,0,431,279,289,0
41505,869,37,0,0,1031,0,150,101,112,0
41506,1554,37,0,0,1159,0,189,158,119,0
41507,2277,64,0,0,2248,0,339,199,238,0
41508,864,17,0,0,579,0,140,81,77,0
41509,1996,58,0,0,1613,0,314,171,215,0
41601,681,21,0,0,1046,0,85,89,83,0
41602,478,14,0,0,782,0,69,74,50,0
41603,333,18,0,0,755,0,55,52,50,0
41604,511,14,0,0,1002,0,75,76,80,0
41605,522,8,0,0,1033,0,65,67,62,0
41606,2693,65,0,0,2990,0,308,266,243,0
41701,2056,56,0,0,1309,0,270,127,161,0
41702,199,7,0,0,369,0,31,41,64,0
41703,323,10,0,0,564,0,61,39,55,0
41704,396,26,0,0,576,0,69,39,55,0
41705,625,38,0,0,1045,0,133,91,123,0
41801,467,14,0,0,505,0,84,41,54,0
41802,235,5,0,0,564,0,43,26,26,0
41803,297,9,0,0,494,0,21,20,37,0
41804,1365,50,0,0,1481,0,227,119,126,0
41805,658,32,0,0,972,0,88,62,68,0
41806,431,46,0,0,774,0,73,35,48,0
41807,1388,30,0,0,1020,0,192,92,67,0
41808,467,20,0,0,1279,0,74,55,56,0
41809,272,15,0,0,605,0,63,21,31,0
41810,332,18,0,0,836,0,66,39,41,0
41811,453,29,0,0,1085,0,77,62,84,0
41812,828,32,0,0,1526,0,129,66,109,0
41813,882,19,0,0,895,0,136,55,68,0
41901,2178,38,0,0,1434,0,248,148,132,0
41902,519,19,0,0,788,0,57,53,50,0
41903,933,33,0,0,1154,0,162,76,114,0
41904,1150,39,0,0,1341,0,171,111,96,0
41905,827,19,0,0,964,0,89,65,58,0
41906,2884,74,0,0,3465,0,359,285,200,0
46101,71087,1348,0,0,43345,0,8692,5688,3873,0
46201,14835,285,0,0,9587,0,1907,947,848,0
46301,40496,1113,0,0,24951,0,5504,3283,2413,0
46401,18333,408,0,0,12219,0,2634,1475,983,0
60101,1672,29,0,0,3820,0,116,259,176,39
60102,823,14,0,0,972,0,49,85,67,53
60103,1612,24,0,0,2721,0,95,233,149,34
60104,283,9,0,0,1141,0,26,64,65,8
60105,522,9,0,0,922,0,30,73,64,2
60106,403,8,0,0,837,0,20,35,28,5
60107,386,10,0,0,803,0,29,39,32,15
60108,326,10,0,0,966,0,16,42,46,9
60109,363,11,0,0,1052,0,37,46,224,11
60110,587,12,0,0,2647,0,43,124,103,10
60111,491,10,0,0,1458,0,46,65,64,14
60112,227,10,0,0,570,0,13,31,39,4
60113,148,4,0,0,587,0,11,32,43,5
60114,237,7,0,0,467,0,17,20,21,4
60115,185,2,0,0,413,0,14,22,27,4
60116,526,12,0,0,1450,0,38,80,71,14
60117,197,3,0,0,630,0,12,38,46,0
60118,498,7,0,0,1035,0,47,61,57,11
60119,413,4,0,0,831,0,18,44,31,4
60201,3201,49,0,0,5193,0,337,536,463,48
60202,131,2,0,0,828,0,16,59,43,4
60203,828,20,0,0,3327,0,72,226,175,24
60204,202,5,0,0,973,0,23,46,49,11
60205,326,16,0,0,1472,0,38,97,78,9
60206,183,12,0,0,1151,0,18,74,37,9
60207,507,14,0,0,1329,0,67,82,127,7
60208,297,10,0,0,1627,0,47,117,119,12
60209,205,7,0,0,1143,0,15,51,49,4
60210,172,10,0,0,1070,0,17,55,47,3
60211,183,11,0,0,1628,0,18,68,76,4
60212,470,9,0,0,1682,0,39,91,109,3
60213,260,5,0,0,900,0,19,36,55,3
60214,330,9,0,0,2016,0,25,91,76,18
60301,338,10,0,0,731,0,45,34,34,8
60302,165,12,0,0,555,0,24,29,20,2
60303,1153,40,0,0,2711,0,120,223,198,35
60304,328,20,0,0,1376,0,50,86,72,19
60305,217,19,0,0,408,0,29,41,13,2
60306,223,8,0,0,805,0,38,48,36,3
60307,268,7,0,0,607,0,29,27,43,3
60308,202,7,0,0,828,0,25,28,18,4
60309,369,11,0,0,771,0,20,58,44,9
60310,308,9,0,0,1003,0,50,50,61,6
60311,293,14,0,0,1158,0,48,60,55,9
60312,246,8,0,0,1045,0,38,59,61,5
60313,171,10,0,0,863,0,17,35,30,6
60314,188,5,0,0,539,0,13,32,34,4
60315,346,19,0,0,1091,0,61,70,58,12
60401,2117,41,0,0,3015,0,231,223,299,34
60402,340,12,0,0,1002,0,21,37,69,9
60403,274,13,0,0,907,0,24,45,58,5
60404,519,19,0,0,2004,0,56,91,163,9
60405,458,14,0,0,1379,0,39,53,112,10
60406,211,6,0,0,919,0,25,24,48,4
60407,191,9,0,0,1139,0,30,42,49,4
60408,481,16,0,0,2043,0,60,93,194,19
60501,175,4,0,0,1046,0,7,50,27,7
60502,88,8,0,0,1204,0,5,31,34,2
60503,179,13,0,0,2208,0,14,108,72,5
60504,133,7,0,0,2468,0,14,94,73,1
60505,1290,28,0,0,4198,0,139,300,176,40
60506,370,19,0,0,1785,0,38,94,81,11
60507,197,9,0,0,1138,0,13,51,48,7
60601,2393,52,0,0,3182,0,275,335,232,37
60602,262,12,0,0,1275,0,44,77,51,8
60603,261,10,0,0,763,0,28,50,73,9
60604,426,23,0,0,1825,0,79,93,92,16
60605,600,17,0,0,1675,0,86,117,117,15
60606,243,15,0,0,747,0,36,50,46,9
60607,165,6,0,0,932,0,27,49,42,3
60609,157,3,0,0,682,0,22,27,35,12
60610,410,4,0,0,688,0,40,45,53,8
60611,249,11,0,0,1287,0,30,38,46,8
60701,4100,123,0,0,6877,0,386,507,459,54
60702,575,23,0,0,1954,0,78,82,73,17
60703,399,9,0,0,1254,0,47,80,81,13
60704,432,20,0,0,1581,0,41,65,63,15
60705,530,14,0,0,1663,0,48,110,80,18
60706,227,13,0,0,1741,0,25,38,52,7
60707,372,28,0,0,1406,0,50,65,63,10
60708,567,14,0,0,2074,0,45,112,161,21
60709,262,10,0,0,1550,0,31,98,79,10
60710,357,5,0,0,1612,0,35,91,73,11
60801,2872,68,0,0,4174,0,394,430,289,90
60802,167,9,0,0,1164,0,19,68,64,13
60803,338,21,0,0,1249,0,45,114,49,22
60804,138,6,0,0,675,0,10,20,21,5
60805,448,20,0,0,1294,0,81,90,71,11
60806,328,7,0,0,1518,0,39,71,85,18
60807,834,20,0,0,2368,0,133,186,150,25
60808,326,15,0,0,1438,0,33,66,49,9
60809,290,5,0,0,1543,0,44,82,76,12
60810,399,14,0,0,1271,0,37,82,65,13
60811,247,3,0,0,871,0,14,54,37,5
60812,230,9,0,0,1383,0,29,95,57,12
60813,209,10,0,0,728,0,13,28,28,17
60901,1052,31,0,0,2890,0,67,179,178,42
60902,278,8,0,0,1069,0,9,49,73,8
60903,826,23,0,0,2606,0,58,198,123,34
60904,634,17,0,0,2121,0,99,162,148,34
60905,1350,27,0,0,2198,0,123,217,189,51
60906,544,21,0,0,1592,0,53,114,77,8
60907,1602,25,0,0,3213,0,195,242,194,40
60908,2183,26,0,0,2472,0,192,318,215,35
60909,347,8,0,0,1080,0,36,44,58,10
60910,876,24,0,0,2580,0,115,255,161,38
60911,2176,49,0,0,4027,0,224,368,276,56
60912,664,12,0,0,1596,0,61,135,107,20
60913,429,12,0,0,1332,0,48,86,61,12
60914,1266,26,0,0,2344,0,158,269,185,45
60915,316,14,0,0,1264,0,16,31,28,6
60916,142,8,0,0,798,0,7,27,36,7
61001,498,17,0,0,1550,0,57,96,73,14
61002,356,12,0,0,1085,0,41,75,71,8
61003,2155,53,0,0,4834,0,275,471,323,84
61004,554,12,0,0,1635,0,73,121,102,12
61005,348,10,0,0,1319,0,45,103,68,8
61006,398,9,0,0,974,0,35,126,77,17
61101,2920,80,0,0,6195,0,363,514,447,96
61102,242,8,0,0,596,0,30,39,35,4
61103,305,12,0,0,1262,0,40,62,70,6
61104,420,20,0,0,2236,0,58,117,122,11
61105,765,49,0,0,4466,0,88,231,207,30
61106,146,12,0,0,954,0,21,51,39,6
61107,448,23,0,0,2295,0,41,87,78,20
61108,262,13,0,0,2197,0,35,83,68,11
61109,211,16,0,0,2539,0,31,128,72,12
61110,272,18,0,0,1607,0,28,51,73,7
61111,177,12,0,0,1211,0,23,52,47,7
61201,268,3,0,0,1422,0,18,88,251,10
61202,423,14,0,0,1366,0,48,76,112,17
61203,411,9,0,0,1005,0,40,66,71,14
61204,303,5,0,0,996,0,32,62,74,5
61205,1330,45,0,0,3301,0,215,226,291,31
61206,1394,24,0,0,3009,0,121,151,148,26
61207,247,13,0,0,1126,0,27,45,48,6
61301,319,5,0,0,722,0,27,43,51,5
61302,229,8,0,0,895,0,24,96,96,6
61303,218,7,0,0,805,0,30,56,78,10
61304,1599,45,0,0,2680,0,151,204,190,31
61305,135,2,0,0,366,0,8,37,33,4
61306,256,9,0,0,1022,0,27,53,69,5
61307,222,6,0,0,496,0,23,29,44,8
61401,7205,176,0,0,8678,0,986,831,658,178
61402,217,13,0,0,928,0,46,73,53,5
61403,363,5,0,0,825,0,57,52,56,13
61404,742,25,0,0,1390,0,98,90,106,21
61405,699,21,0,0,1993,0,105,166,152,30
61406,543,30,0,0,1700,0,92,162,101,21
61407,185,7,0,0,679,0,25,49,56,11
61408,1226,33,0,0,2349,0,155,194,146,32
61409,1016,48,0,0,2517,0,176,173,169,38
61410,226,22,0,0,1100,0,37,133,70,12
61411,411,23,0,0,1613,0,55,114,70,15
61501,1738,41,0,0,3244,0,164,257,215,65
61502,338,4,0,0,1266,0,41,54,40,2
61503,322,10,0,0,1088,0,34,63,40,8
61504,302,9,0,0,2069,0,34,107,72,62
61505,282,12,0,0,957,0,22,78,61,10
61506,386,9,0,0,1992,0,44,107,73,10
61507,216,10,0,0,1667,0,20,59,54,7
61508,376,12,0,0,1345,0,56,98,93,14
61601,1971,56,0,0,2856,0,344,250,209,43
61602,225,16,0,0,2024,0,48,87,93,13
61603,182,7,0,0,1165,0,13,33,66,4
61604,1873,62,0,0,4285,0,290,293,330,28
61605,433,11,0,0,1228,0,55,45,62,8
61606,248,10,0,0,719,0,38,45,73,5
61701,4782,142,0,0,7499,0,679,1050,558,117
61702,817,27,0,0,2055,0,89,194,117,21
61703,1018,25,0,0,2197,0,82,126,88,15
61704,173,7,0,0,924,0,17,57,36,6
61705,473,33,0,0,1817,0,66,104,82,12
61801,2242,44,0,0,3785,0,233,314,538,44
61802,203,8,0,0,626,0,39,28,52,7
61803,152,4,0,0,824,0,12,25,48,7
61804,180,5,0,0,774,0,16,29,77,4
61805,380,13,0,0,878,0,36,72,117,7
61806,388,18,0,0,1307,0,55,28,78,6
61807,192,8,0,0,1252,0,30,69,119,8
61808,494,13,0,0,1737,0,35,56,129,14
61809,148,11,0,0,972,0,21,53,51,5
61810,193,11,0,0,878,0,14,52,82,10
61811,565,22,0,0,2594,0,73,170,270,11
61812,278,10,0,0,1239,0,29,41,101,5
61813,224,7,0,0,951,0,35,31,90,3
61901,1963,41,0,0,2130,0,210,178,173,30
61902,246,5,0,0,552,0,27,42,50,6
61903,321,10,0,0,635,0,30,41,34,9
61904,160,5,0,0,530,0,25,17,17,3
61905,362,7,0,0,950,0,36,51,38,5
61906,606,22,0,0,1006,0,59,87,66,17
61907,351,11,0,0,768,0,30,44,36,8
61908,202,10,0,0,495,0,21,28,31,3
62001,217,14,0,0,1191,0,29,38,78,2
62002,161,7,0,0,961,0,30,37,54,1
62003,467,7,0,0,1205,0,27,49,72,12
62004,379,11,0,0,2077,0,54,80,123,6
62005,263,8,0,0,1669,0,46,75,142,7
62006,328,9,0,0,1222,0,38,47,63,4
62007,274,7,0,0,1221,0,28,30,119,7
62008,233,3,0,0,1562,0,24,79,86,4
62009,278,14,0,0,1674,0,35,72,152,10
62010,209,12,0,0,1320,0,32,67,69,8
62011,300,11,0,0,1369,0,33,60,101,9
62012,194,11,0,0,996,0,34,46,69,4
62013,660,20,0,0,2387,0,100,137,146,19
62014,1805,51,0,0,4913,0,256,369,645,63
62015,626,18,0,0,1309,0,82,65,86,18
66101,8490,101,0,0,10090,0,536,974,569,119
66201,8235,151,0,0,10580,0,986,968,921,123
66301,57378,1179,0,0,57754,0,5734,6956,4504,1257
66401,7696,165,0,0,11188,0,923,871,1587,131
80101,2819,72,0,0,1810,0,492,252,160,0
80102,897,24,0,0,963,0,143,55,50,0
80103,1182,31,0,0,1287,0,191,90,94,0
80104,1753,38,0,0,1016,0,221,144,84,0
80105,777,24,0,0,789,0,155,68,63,0
80106,1108,25,0,0,1035,0,178,97,71,0
80107,1208,39,0,0,1514,0,254,141,111,0
80201,2651,67,0,0,1348,0,448,213,187,0
80202,359,7,0,0,379,0,52,38,46,0
80203,215,14,0,0,254,0,39,24,21,0
80204,416,9,0,0,544,0,71,47,62,0
80205,639,30,0,0,738,0,140,77,104,0
80206,2755,56,0,0,1942,0,343,207,186,0
80207,231,5,0,0,343,0,38,18,18,0
80301,555,13,0,0,518,0,44,31,32,0
80302,4109,95,0,0,2648,0,557,288,275,0
80303,697,16,0,0,621,0,100,47,67,0
80304,518,18,0,0,569,0,90,75,46,0
80305,1737,54,0,0,1435,0,272,136,123,0
80306,767,16,0,0,785,0,139,61,61,0
80401,6355,112,0,0,4787,0,797,501,399,0
80402,727,18,0,0,627,0,108,67,56,0
80403,303,14,0,0,478,0,53,37,33,0
80404,1903,48,0,0,1867,0,276,163,126,0
80405,797,20,0,0,987,0,102,95,71,0
80406,498,14,0,0,786,0,73,34,49,0
80407,894,18,0,0,852,0,101,82,76,0
80408,289,5,0,0,476,0,53,23,21,0
80501,664,12,0,0,751,0,99,56,58,0
80502,371,12,0,0,489,0,59,50,48,0
80503,859,28,0,0,642,0,109,70,64,0
80504,1285,26,0,0,1090,0,188,90,70,0
80505,3327,57,0,0,1717,0,491,226,162,0
80601,773,21,0,0,865,0,105,58,64,0
80602,2146,49,0,0,2187,0,275,184,130,0
80603,374,14,0,0,458,0,45,22,22,0
80604,2401,64,0,0,1842,0,290,137,114,0
80605,352,12,0,0,514,0,68,29,41,0
80701,511,12,0,0,624,0,47,74,35,0
80702,396,17,0,0,392,0,78,25,18,0
80703,472,16,0,0,583,0,72,38,34,0
80704,1954,59,0,0,2101,0,281,186,139,0
80705,683,21,0,0,680,0,149,71,68,0
80801,405,10,0,0,372,0,83,42,33,0
80802,616,27,0,0,559,0,72,77,55,0
80803,622,19,0,0,550,0,106,69,40,0
80804,360,18,0,0,613,0,73,45,44,0
80805,4314,125,0,0,3447,0,591,409,287,0
80806,1309,45,0,0,937,0,199,89,123,0
80901,937,30,0,0,719,0,114,79,75,0
80902,332,12,0,0,350,0,55,41,36,0
80903,1390,35,0,0,1084,0,231,134,96,0
80904,829,17,0,0,601,0,114,39,57,0
80905,1297,37,0,0,1066,0,224,111,127,0
80906,4090,100,0,0,2913,0,631,372,274,0
80907,1233,36,0,0,704,0,195,60,56,0
80908,322,12,0,0,323,0,57,40,23,0
80909,754,19,0,0,384,0,134,53,44,0
